760000000000,780000000000,730744139,2944602,727799537,760000017773,779999992663,76eebcce8e145e0d,272292045,2689,769839742684,544085,760000000117,9,760000110901,267,760000017773,779999992663,25.57
780000000000,800000000000,730041326,2924334,727116992,780000001637,799999987817,67b1ab1cde6bb9cb,273294361,3049,788369669992,541598,780000000023,9,780000160367,319,780000001637,799999987817,25.84
800000000000,820000000000,729396480,2910947,726485533,800000002553,819999994423,3ef38158d91b17d2,274087251,2971,807786968242,540640,800000000047,9,800000021983,345,800000002553,819999994423,25.56
820000000000,840000000000,728732108,2892731,725839377,820000000219,839999993747,d0f4fb3f42124d12,275085687,2791,823349753362,539962,820000000007,9,820000054453,303,820000000219,839999993747,25.95
840000000000,860000000000,728110070,2881621,725228449,840000007859,859999980731,f0219aeaa7e4d8a8,275939823,2647,851871006544,537633,840000000029,9,840000011023,335,840000007859,859999980731,25.62
860000000000,880000000000,727487700,2858784,724628916,860000010977,879999996851,d54baad89724a6ad,276774130,2749,871261882432,537356,860000000003,9,860000002621,395,860000010977,879999996851,25.56
880000000000,900000000000,726877701,2844731,724032970,880000000511,899999998133,f179370b5418466e,277568749,2801,884588260508,535031,880000000027,9,880000043627,979,880000000511,899999998133,26.04
900000000000,920000000000,726312659,2832415,723480244,900000020873,919999999781,4a6272865ab505a2,278432167,2851,919837464562,534234,900000000013,9,900000069461,319,900000020873,919999999781,25.75
920000000000,940000000000,725725577,2818906,722906671,920000001649,939999990827,a5b2c8a519855471,279167980,2671,928598108188,533555,920000000033,9,920000010931,513,920000001649,939999990827,26.00
940000000000,960000000000,725179806,2804557,722375249,940000001471,959999999099,2c4948cbdc13c200,279955146,3301,951380992312,533189,940000000007,9,940000038359,387,940000001471,959999999099,25.89
960000000000,980000000000,724615808,2790273,721825535,960000008521,979999996291,e36df490ef4cd01a,280745962,2953,969188906968,533472,960000000013,9,960000015137,799,960000008521,979999996291,26.05
980000000000,1000000000000,724090582,2780384,721310198,980000009629,999999998533,66b076c2399baa39,281500658,2789,995701560428,530086,980000000009,9,980000078809,755,980000009629,999999998533,25.69
1000000000000,1010000000000,361840208,1382344,360457864,1000000010489,1009999998653,a62ade114caf0f45,141004859,2851,1009523087878,265014,1000000000039,9,1000000019171,415,1000000010489,1009999998653,12.55
1010000000000,1020000000000,361710127,1381310,360328817,1010000006221,1019999981027,1ae7beaf5a1e8da5,141239149,2797,1017718532422,265391,1010000000011,9,1010000048713,585,1010000006221,1019999981027,12.72
